Order ID,Order Date,Ship Date,Customer ID,Product ID,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin_x,Discount Amount,Revenue,Cost,Average Unit Price,Order Size Category,Shipping Days,Shipping Category,Order Year,Order Month,Order Quarter,Product Name,Category,Sub-Category,Product Level,Total Sales_x,Total Profit_x,Total Quantity,Total Orders_x,Avg Sales per Order,Profit Margin_y,Customer Name,Segment,Region,Total Sales_y,Total Profit_y,Total Orders_y,First Order,Last Order,Avg Order Value,Customer Lifetime Days,Customer Tier,Date,Year,Month,MonthName,Month-Year,Quarter,Day of Week,Week of Year,Is Weekend,Day of Month,Days in Month,Quarter Name,Year-Quarter,Target Sales,Target Date,Target Month-Year,Target Quarter,Target Year-Quarter
O00166,2024-09-15,2024-09-16,C0028,P0007,2,251.61,0.1,452.9,94.18,0.2079487745639214,45.29,498.19,358.72,226.45,Small,1,Same Day,2024,9,3,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0028,Consumer,Central,22560.01,3750.05,21,2022-03-01,2024-12-26,1074.28619047619,1031,Platinum,2024-09-15,2024,9,Sep,Sep-2024,3,Sunday,37,True,15,30,Q3,2024-Q3,15685.48,2024-09-01,Sep-2024,3,2024-Q3
O00167,2022-07-29,2022-07-30,C0004,P0017,2,235.25,0.2,376.4,75.51,0.2006110520722636,75.28,451.6799999999999,300.89,188.2,Small,1,Same Day,2022,7,3,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0004,Home Office,South,17548.81,2834.01,19,2022-02-22,2024-09-26,923.6215789473684,947,Platinum,2022-07-29,2022,7,Jul,Jul-2022,3,Friday,30,False,29,31,Q3,2022-Q3,23850.65,2022-07-01,Jul-2022,3,2022-Q3
O00168,2023-01-30,2023-02-03,C0036,P0006,8,285.78,0.0,2286.24,544.34,0.238093988382672,0.0,2286.24,1741.9,285.78,Large,4,Fast,2023,1,1,Phones - P0006,Technology,Phones,Technology > Phones,60829.13,10935.28,276,47,1294.236808510638,0.1797704487964895,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2023-01-30,2023,1,Jan,Jan-2023,1,Monday,5,False,30,31,Q1,2023-Q1,25068.56,2023-01-01,Jan-2023,1,2023-Q1
O00169,2024-08-07,2024-08-09,C0029,P0013,6,399.96,0.0,2399.76,188.06,0.07836616995032836,0.0,2399.76,2211.7,399.96,Large,2,Same Day,2024,8,3,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0029,Home Office,East,27170.24,4331.87,17,2022-08-07,2024-11-20,1598.249411764706,836,Platinum,2024-08-07,2024,8,Aug,Aug-2024,3,Wednesday,32,False,7,31,Q3,2024-Q3,25506.92,2024-08-01,Aug-2024,3,2024-Q3
O00170,2022-04-12,2022-04-13,C0046,P0010,8,466.85,0.1,3361.32,216.43,0.06438839503528376,336.1320000000001,3697.452,3144.89,420.165,Very Large,1,Same Day,2022,4,2,Phones - P0010,Technology,Phones,Technology > Phones,69428.4,11385.94,282,48,1446.425,0.1639954255031082,Customer C0046,Consumer,West,20606.83,3354.77,15,2022-03-27,2024-12-05,1373.788666666667,984,Platinum,2022-04-12,2022,4,Apr,Apr-2022,2,Tuesday,15,False,12,30,Q2,2022-Q2,27669.3,2022-04-01,Apr-2022,2,2022-Q2
O00171,2022-01-19,2022-01-20,C0006,P0003,3,283.77,0.0,851.31,199.43,0.2342624895748905,0.0,851.31,651.8799999999999,283.77,Medium,1,Same Day,2022,1,1,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2022-01-19,2022,1,Jan,Jan-2022,1,Wednesday,3,False,19,31,Q1,2022-Q1,26550.38,2022-01-01,Jan-2022,1,2022-Q1
O00172,2022-11-17,2022-11-19,C0023,P0018,6,282.04,0.2,1353.79,107.31,0.07926635593408136,270.758,1624.548,1246.48,225.6316666666667,Medium,2,Same Day,2022,11,4,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0023,Corporate,Central,23521.24,3436.02,17,2022-02-02,2024-11-01,1383.602352941176,1003,Platinum,2022-11-17,2022,11,Nov,Nov-2022,4,Thursday,46,False,17,30,Q4,2022-Q4,15892.39,2022-11-01,Nov-2022,4,2022-Q4
O00173,2022-07-24,2022-07-28,C0044,P0014,6,88.64,0.1,478.66,124.09,0.2592445577236452,47.86600000000001,526.5260000000001,354.5700000000001,79.77666666666667,Small,4,Fast,2022,7,3,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0044,Home Office,Central,22268.45,3625.67,17,2022-01-20,2024-12-20,1309.908823529412,1065,Platinum,2022-07-24,2022,7,Jul,Jul-2022,3,Sunday,29,True,24,31,Q3,2022-Q3,23850.65,2022-07-01,Jul-2022,3,2022-Q3
O00174,2022-11-02,2022-11-06,C0049,P0009,8,436.1,0.1,3139.92,223.02,0.07102728731942215,313.992,3453.912,2916.9,392.49,Very Large,4,Fast,2022,11,4,Paper - P0009,Office Supplies,Paper,Office Supplies > Paper,62746.06,10597.86,285,51,1230.314901960784,0.1689008042895443,Customer C0049,Corporate,East,32460.46,5852.15,20,2022-03-31,2024-09-27,1623.023,911,Platinum,2022-11-02,2022,11,Nov,Nov-2022,4,Wednesday,44,False,2,30,Q4,2022-Q4,26569.39,2022-11-01,Nov-2022,4,2022-Q4
O00175,2024-02-21,2024-02-23,C0002,P0019,10,356.47,0.1,3208.23,478.55,0.1491632457772666,320.823,3529.053,2729.68,320.823,Very Large,2,Same Day,2024,2,1,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0002,Consumer,Central,32646.3,4797.27,24,2022-01-05,2024-12-13,1360.2625,1073,Platinum,2024-02-21,2024,2,Feb,Feb-2024,1,Wednesday,8,False,21,29,Q1,2024-Q1,29579.62,2024-02-01,Feb-2024,1,2024-Q1
O00176,2023-09-09,2023-09-12,C0038,P0012,3,448.11,0.1,1209.9,85.1,0.07033639143730885,120.99,1330.89,1124.8,403.3,Medium,3,Fast,2023,9,3,Computers - P0012,Technology,Computers,Technology > Computers,60341.52,10446.23,258,51,1183.167058823529,0.1731184431548957,Customer C0038,Home Office,West,21115.18,2703.52,19,2022-01-02,2024-08-20,1111.325263157895,961,Platinum,2023-09-09,2023,9,Sep,Sep-2023,3,Saturday,36,True,9,30,Q3,2023-Q3,11004.52,2023-09-01,Sep-2023,3,2023-Q3
O00177,2022-02-19,2022-02-21,C0013,P0011,9,60.72,0.2,437.18,85.39,0.1953200054897296,87.436,524.616,351.79,48.57555555555555,Small,2,Same Day,2022,2,1,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0013,Consumer,West,33033.09,5206.34,18,2022-01-20,2024-11-22,1835.171666666666,1037,Platinum,2022-02-19,2022,2,Feb,Feb-2022,1,Saturday,7,True,19,28,Q1,2022-Q1,29120.94,2022-02-01,Feb-2022,1,2022-Q1
O00178,2022-02-09,2022-02-13,C0009,P0009,9,434.31,0.1,3517.91,890.73,0.25319863214238,351.791,3869.701,2627.18,390.8788888888889,Very Large,4,Fast,2022,2,1,Paper - P0009,Office Supplies,Paper,Office Supplies > Paper,62746.06,10597.86,285,51,1230.314901960784,0.1689008042895443,Customer C0009,Consumer,West,43159.42,7469.65,38,2022-02-09,2024-10-19,1135.774210526316,983,Platinum,2022-02-09,2022,2,Feb,Feb-2022,1,Wednesday,6,False,9,28,Q1,2022-Q1,14009.49,2022-02-01,Feb-2022,1,2022-Q1
O00179,2023-03-15,2023-03-16,C0011,P0002,1,474.68,0.0,474.68,93.97,0.1979649448049212,0.0,474.68,380.71,474.68,Small,1,Same Day,2023,3,1,Labels - P0002,Office Supplies,Labels,Office Supplies > Labels,57327.14,9788.09,236,53,1081.644150943396,0.1707409439926708,Customer C0011,Corporate,South,9039.09,2049.85,5,2022-11-30,2023-06-22,1807.818,204,Gold,2023-03-15,2023,3,Mar,Mar-2023,1,Wednesday,11,False,15,31,Q1,2023-Q1,22272.08,2023-03-01,Mar-2023,1,2023-Q1
O00180,2024-12-19,2024-12-24,C0048,P0007,10,188.1,0.3,1316.7,93.32,0.0708741550846814,395.01,1711.71,1223.38,131.67,Medium,5,Fast,2024,12,4,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0048,Home Office,Central,26912.74,5357.68,24,2022-03-02,2024-12-19,1121.364166666667,1023,Platinum,2024-12-19,2024,12,Dec,Dec-2024,4,Thursday,51,False,19,31,Q4,2024-Q4,15523.39,2024-12-01,Dec-2024,4,2024-Q4
O00181,2023-01-09,2023-01-13,C0013,P0016,8,393.03,0.1,2829.82,640.31,0.2262723424104713,282.982,3112.802,2189.51,353.7275,Large,4,Fast,2023,1,1,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0013,Consumer,West,33033.09,5206.34,18,2022-01-20,2024-11-22,1835.171666666666,1037,Platinum,2023-01-09,2023,1,Jan,Jan-2023,1,Monday,2,False,9,31,Q1,2023-Q1,24809.52,2023-01-01,Jan-2023,1,2023-Q1
O00182,2024-09-02,2024-09-04,C0042,P0005,5,139.39,0.2,557.56,43.38,0.07780328574503194,111.512,669.0719999999999,514.18,111.512,Medium,2,Same Day,2024,9,3,Accessories - P0005,Technology,Accessories,Technology > Accessories,43983.62,7814.66,206,34,1293.635882352941,0.1776720515500998,Customer C0042,Consumer,Central,14743.89,3103.11,13,2022-11-15,2024-12-17,1134.145384615385,763,Platinum,2024-09-02,2024,9,Sep,Sep-2024,3,Monday,36,False,2,30,Q3,2024-Q3,15685.48,2024-09-01,Sep-2024,3,2024-Q3
O00183,2023-02-08,2023-02-13,C0039,P0018,10,256.46,0.0,2564.6,388.03,0.1513023473446151,0.0,2564.6,2176.57,256.46,Large,5,Fast,2023,2,1,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0039,Consumer,West,21574.14,3808.14,20,2022-03-13,2024-09-18,1078.707,920,Platinum,2023-02-08,2023,2,Feb,Feb-2023,1,Wednesday,6,False,8,28,Q1,2023-Q1,25322.32,2023-02-01,Feb-2023,1,2023-Q1
O00184,2023-02-01,2023-02-04,C0043,P0017,2,294.31,0.3,412.03,32.84,0.07970293425236027,123.609,535.6389999999999,379.1899999999999,206.015,Small,3,Fast,2023,2,1,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2023-02-01,2023,2,Feb,Feb-2023,1,Wednesday,5,False,1,28,Q1,2023-Q1,25322.32,2023-02-01,Feb-2023,1,2023-Q1
O00185,2023-08-31,2023-09-03,C0036,P0020,10,76.41,0.0,764.1,180.37,0.2360554901190944,0.0,764.1,583.73,76.41,Medium,3,Fast,2023,8,3,Tables - P0020,Furniture,Tables,Furniture > Tables,80440.95,13946.92,367,59,1363.40593220339,0.17338084644699,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2023-08-31,2023,8,Aug,Aug-2023,3,Thursday,35,False,31,31,Q3,2023-Q3,15991.31,2023-08-01,Aug-2023,3,2023-Q3
O00186,2022-12-23,2022-12-27,C0013,P0016,5,346.9,0.3,1214.15,352.76,0.2905407074908372,364.245,1578.395,861.3900000000001,242.83,Medium,4,Fast,2022,12,4,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0013,Consumer,West,33033.09,5206.34,18,2022-01-20,2024-11-22,1835.171666666666,1037,Platinum,2022-12-23,2022,12,Dec,Dec-2022,4,Friday,51,False,23,31,Q4,2022-Q4,10286.31,2022-12-01,Dec-2022,4,2022-Q4
O00187,2023-01-08,2023-01-11,C0033,P0018,5,199.94,0.0,999.7,70.7,0.07072121636490947,0.0,999.7,929.0,199.94,Medium,3,Fast,2023,1,1,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0033,Consumer,South,25669.18,4020.67,17,2022-01-06,2024-08-05,1509.951764705882,942,Platinum,2023-01-08,2023,1,Jan,Jan-2023,1,Sunday,1,True,8,31,Q1,2023-Q1,25068.56,2023-01-01,Jan-2023,1,2023-Q1
O00188,2023-02-04,2023-02-08,C0049,P0012,4,273.62,0.0,1094.48,318.28,0.290804765733499,0.0,1094.48,776.2,273.62,Medium,4,Fast,2023,2,1,Computers - P0012,Technology,Computers,Technology > Computers,60341.52,10446.23,258,51,1183.167058823529,0.1731184431548957,Customer C0049,Corporate,East,32460.46,5852.15,20,2022-03-31,2024-09-27,1623.023,911,Platinum,2023-02-04,2023,2,Feb,Feb-2023,1,Saturday,5,True,4,28,Q1,2023-Q1,25322.32,2023-02-01,Feb-2023,1,2023-Q1
O00189,2024-07-27,2024-07-31,C0012,P0001,9,25.83,0.3,162.73,30.76,0.1890247649480735,48.819,211.549,131.97,18.08111111111111,Small,4,Fast,2024,7,3,Paper - P0001,Office Supplies,Paper,Office Supplies > Paper,76224.9,14532.46,324,52,1465.863461538461,0.1906523983632645,Customer C0012,Home Office,Central,19570.71,3476.62,19,2022-02-08,2024-07-27,1030.037368421053,900,Platinum,2024-07-27,2024,7,Jul,Jul-2024,3,Saturday,30,True,27,31,Q3,2024-Q3,26079.17,2024-07-01,Jul-2024,3,2024-Q3
O00190,2024-08-05,2024-08-08,C0033,P0012,5,174.89,0.3,612.11,111.36,0.1819280848213556,183.633,795.743,500.75,122.422,Medium,3,Fast,2024,8,3,Computers - P0012,Technology,Computers,Technology > Computers,60341.52,10446.23,258,51,1183.167058823529,0.1731184431548957,Customer C0033,Consumer,South,25669.18,4020.67,17,2022-01-06,2024-08-05,1509.951764705882,942,Platinum,2024-08-05,2024,8,Aug,Aug-2024,3,Monday,32,False,5,31,Q3,2024-Q3,25506.92,2024-08-01,Aug-2024,3,2024-Q3
O00191,2024-11-30,2024-12-01,C0017,P0008,1,496.62,0.0,496.62,56.24,0.1132455398493818,0.0,496.62,440.38,496.62,Small,1,Same Day,2024,11,4,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0017,Consumer,South,26082.04,4253.18,22,2022-04-06,2024-12-18,1185.547272727273,987,Platinum,2024-11-30,2024,11,Nov,Nov-2024,4,Saturday,48,True,30,30,Q4,2024-Q4,10002.69,2024-11-01,Nov-2024,4,2024-Q4
O00192,2023-02-20,2023-02-23,C0048,P0017,1,353.8,0.0,353.8,63.96,0.1807801017524025,0.0,353.8,289.84,353.8,Small,3,Fast,2023,2,1,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0048,Home Office,Central,26912.74,5357.68,24,2022-03-02,2024-12-19,1121.364166666667,1023,Platinum,2023-02-20,2023,2,Feb,Feb-2023,1,Monday,8,False,20,28,Q1,2023-Q1,25322.32,2023-02-01,Feb-2023,1,2023-Q1
O00193,2023-04-11,2023-04-13,C0041,P0012,4,322.11,0.1,1159.6,143.35,0.1236202138668506,115.96,1275.56,1016.25,289.9,Medium,2,Same Day,2023,4,2,Computers - P0012,Technology,Computers,Technology > Computers,60341.52,10446.23,258,51,1183.167058823529,0.1731184431548957,Customer C0041,Corporate,Central,31547.33,5387.96,28,2022-01-09,2024-12-11,1126.690357142857,1067,Platinum,2023-04-11,2023,4,Apr,Apr-2023,2,Tuesday,15,False,11,30,Q2,2023-Q2,18150.86,2023-04-01,Apr-2023,2,2023-Q2
O00194,2024-03-15,2024-03-18,C0005,P0013,8,498.0,0.1,3585.6,703.06,0.1960787594823739,358.56,3944.16,2882.54,448.2,Very Large,3,Fast,2024,3,1,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0005,Corporate,West,35065.03,6217.92,24,2022-01-08,2024-11-08,1461.042916666667,1035,Platinum,2024-03-15,2024,3,Mar,Mar-2024,1,Friday,11,False,15,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00195,2023-03-29,2023-04-01,C0041,P0008,9,452.56,0.0,4073.04,1135.62,0.2788138589358317,0.0,4073.04,2937.42,452.56,Very Large,3,Fast,2023,3,1,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0041,Corporate,Central,31547.33,5387.96,28,2022-01-09,2024-12-11,1126.690357142857,1067,Platinum,2023-03-29,2023,3,Mar,Mar-2023,1,Wednesday,13,False,29,31,Q1,2023-Q1,11772.09,2023-03-01,Mar-2023,1,2023-Q1
O00196,2024-10-04,2024-10-09,C0021,P0018,1,480.18,0.3,336.13,91.62,0.2725731115937287,100.839,436.969,244.51,336.13,Small,5,Fast,2024,10,4,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0021,Corporate,East,26079.16,4846.65,20,2022-02-24,2024-10-04,1303.958,953,Platinum,2024-10-04,2024,10,Oct,Oct-2024,4,Friday,40,False,4,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00197,2023-05-08,2023-05-11,C0049,P0017,6,238.72,0.3,1002.62,134.27,0.1339191318744888,300.786,1303.406,868.35,167.1033333333333,Medium,3,Fast,2023,5,2,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0049,Corporate,East,32460.46,5852.15,20,2022-03-31,2024-09-27,1623.023,911,Platinum,2023-05-08,2023,5,May,May-2023,2,Monday,19,False,8,31,Q2,2023-Q2,16976.41,2023-05-01,May-2023,2,2023-Q2
O00198,2022-09-09,2022-09-10,C0022,P0004,10,101.45,0.3,710.15,117.83,0.1659226923889319,213.045,923.1949999999999,592.3199999999999,71.015,Medium,1,Same Day,2022,9,3,Computers - P0004,Technology,Computers,Technology > Computers,48206.93,8209.68,217,41,1175.778780487805,0.1703008260430606,Customer C0022,Home Office,East,22229.56,3694.21,20,2022-05-21,2024-12-13,1111.478,937,Platinum,2022-09-09,2022,9,Sep,Sep-2022,3,Friday,36,False,9,30,Q3,2022-Q3,14214.1,2022-09-01,Sep-2022,3,2022-Q3
O00199,2024-04-15,2024-04-17,C0004,P0010,1,189.61,0.1,170.65,19.88,0.1164957515382361,17.065,187.715,150.77,170.65,Small,2,Same Day,2024,4,2,Phones - P0010,Technology,Phones,Technology > Phones,69428.4,11385.94,282,48,1446.425,0.1639954255031082,Customer C0004,Home Office,South,17548.81,2834.01,19,2022-02-22,2024-09-26,923.6215789473684,947,Platinum,2024-04-15,2024,4,Apr,Apr-2024,2,Monday,16,False,15,30,Q2,2024-Q2,18986.99,2024-04-01,Apr-2024,2,2024-Q2
O00200,2024-03-25,2024-03-26,C0043,P0013,4,192.97,0.3,540.32,160.23,0.296546490968315,162.096,702.416,380.09,135.08,Medium,1,Same Day,2024,3,1,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2024-03-25,2024,3,Mar,Mar-2024,1,Monday,13,False,25,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00201,2024-03-19,2024-03-24,C0026,P0013,1,355.12,0.0,355.12,42.59,0.1199312908312683,0.0,355.12,312.53,355.12,Small,5,Fast,2024,3,1,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0026,Corporate,Central,17557.11,3237.56,20,2022-02-15,2024-10-25,877.8555,983,Platinum,2024-03-19,2024,3,Mar,Mar-2024,1,Tuesday,12,False,19,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00202,2023-09-27,2023-09-28,C0030,P0008,10,217.38,0.0,2173.8,480.81,0.2211841015732818,0.0,2173.8,1692.99,217.38,Large,1,Same Day,2023,9,3,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0030,Consumer,West,34621.95,6690.15,23,2022-04-17,2024-11-29,1505.302173913043,957,Platinum,2023-09-27,2023,9,Sep,Sep-2023,3,Wednesday,39,False,27,30,Q3,2023-Q3,11004.52,2023-09-01,Sep-2023,3,2023-Q3
O00203,2023-12-30,2024-01-04,C0022,P0019,6,98.06,0.1,529.52,36.56,0.06904366218462003,52.952,582.472,492.96,88.25333333333333,Medium,5,Fast,2023,12,4,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0022,Home Office,East,22229.56,3694.21,20,2022-05-21,2024-12-13,1111.478,937,Platinum,2023-12-30,2023,12,Dec,Dec-2023,4,Saturday,52,True,30,31,Q4,2023-Q4,18102.05,2023-12-01,Dec-2023,4,2023-Q4
O00204,2024-08-18,2024-08-20,C0035,P0010,1,471.46,0.2,377.17,87.29,0.2314341013336161,75.43400000000001,452.604,289.88,377.17,Small,2,Same Day,2024,8,3,Phones - P0010,Technology,Phones,Technology > Phones,69428.4,11385.94,282,48,1446.425,0.1639954255031082,Customer C0035,Consumer,West,27929.79,4493.94,22,2022-01-30,2024-08-21,1269.535909090909,934,Platinum,2024-08-18,2024,8,Aug,Aug-2024,3,Sunday,33,True,18,31,Q3,2024-Q3,25506.92,2024-08-01,Aug-2024,3,2024-Q3
O00205,2024-03-10,2024-03-11,C0017,P0005,2,314.44,0.1,565.99,40.01,0.070690294881535,56.599,622.589,525.98,282.995,Medium,1,Same Day,2024,3,1,Accessories - P0005,Technology,Accessories,Technology > Accessories,43983.62,7814.66,206,34,1293.635882352941,0.1776720515500998,Customer C0017,Consumer,South,26082.04,4253.18,22,2022-04-06,2024-12-18,1185.547272727273,987,Platinum,2024-03-10,2024,3,Mar,Mar-2024,1,Sunday,10,True,10,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00206,2023-12-07,2023-12-11,C0041,P0004,9,440.8,0.2,3173.76,194.57,0.06130583282919943,634.7520000000001,3808.512,2979.19,352.64,Very Large,4,Fast,2023,12,4,Computers - P0004,Technology,Computers,Technology > Computers,48206.93,8209.68,217,41,1175.778780487805,0.1703008260430606,Customer C0041,Corporate,Central,31547.33,5387.96,28,2022-01-09,2024-12-11,1126.690357142857,1067,Platinum,2023-12-07,2023,12,Dec,Dec-2023,4,Thursday,49,False,7,31,Q4,2023-Q4,28122.22,2023-12-01,Dec-2023,4,2023-Q4
O00207,2022-11-03,2022-11-04,C0045,P0017,5,32.66,0.0,163.3,39.91,0.2443968156766687,0.0,163.3,123.39,32.66,Small,1,Same Day,2022,11,4,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0045,Home Office,South,23062.34,3306.89,17,2022-01-22,2024-12-15,1356.608235294118,1058,Platinum,2022-11-03,2022,11,Nov,Nov-2022,4,Thursday,44,False,3,30,Q4,2022-Q4,15892.39,2022-11-01,Nov-2022,4,2022-Q4
O00208,2023-07-11,2023-07-12,C0017,P0007,8,250.58,0.2,1603.71,140.49,0.0876031202648858,320.742,1924.452,1463.22,200.46375,Large,1,Same Day,2023,7,3,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0017,Consumer,South,26082.04,4253.18,22,2022-04-06,2024-12-18,1185.547272727273,987,Platinum,2023-07-11,2023,7,Jul,Jul-2023,3,Tuesday,28,False,11,31,Q3,2023-Q3,20451.53,2023-07-01,Jul-2023,3,2023-Q3
O00209,2023-05-28,2023-05-31,C0010,P0016,5,305.18,0.2,1220.72,180.97,0.1482485746117046,244.144,1464.864,1039.75,244.144,Medium,3,Fast,2023,5,2,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0010,Corporate,West,24628.78,4786.97,18,2022-01-12,2024-10-05,1368.265555555555,997,Platinum,2023-05-28,2023,5,May,May-2023,2,Sunday,21,True,28,31,Q2,2023-Q2,18142.13,2023-05-01,May-2023,2,2023-Q2
O00210,2023-02-18,2023-02-23,C0036,P0016,2,418.0,0.0,836.0,217.01,0.2595813397129186,0.0,836.0,618.99,418.0,Medium,5,Fast,2023,2,1,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2023-02-18,2023,2,Feb,Feb-2023,1,Saturday,7,True,18,28,Q1,2023-Q1,25378.46,2023-02-01,Feb-2023,1,2023-Q1
O00211,2022-07-01,2022-07-02,C0018,P0017,5,244.97,0.2,979.88,81.78,0.08345919908560231,195.976,1175.856,898.1,195.976,Medium,1,Same Day,2022,7,3,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0018,Corporate,Central,27322.67,5247.47,24,2022-01-20,2024-09-05,1138.444583333333,959,Platinum,2022-07-01,2022,7,Jul,Jul-2022,3,Friday,26,False,1,31,Q3,2022-Q3,23850.65,2022-07-01,Jul-2022,3,2022-Q3
O00212,2024-05-13,2024-05-17,C0004,P0008,9,26.56,0.2,191.23,50.9,0.2661716257909324,38.246,229.476,140.33,21.24777777777778,Small,4,Fast,2024,5,2,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0004,Home Office,South,17548.81,2834.01,19,2022-02-22,2024-09-26,923.6215789473684,947,Platinum,2024-05-13,2024,5,May,May-2024,2,Monday,20,False,13,31,Q2,2024-Q2,11435.52,2024-05-01,May-2024,2,2024-Q2
O00213,2024-12-29,2025-01-03,C0036,P0012,10,410.19,0.2,3281.52,779.29,0.2374783636851215,656.3040000000001,3937.824,2502.23,328.152,Very Large,5,Fast,2024,12,4,Computers - P0012,Technology,Computers,Technology > Computers,60341.52,10446.23,258,51,1183.167058823529,0.1731184431548957,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2024-12-29,2024,12,Dec,Dec-2024,4,Sunday,52,True,29,31,Q4,2024-Q4,15523.39,2024-12-01,Dec-2024,4,2024-Q4
O00214,2022-11-04,2022-11-06,C0036,P0008,3,458.32,0.2,1099.97,266.46,0.2422429702628253,219.994,1319.964,833.51,366.6566666666667,Medium,2,Same Day,2022,11,4,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2022-11-04,2022,11,Nov,Nov-2022,4,Friday,44,False,4,30,Q4,2022-Q4,15892.39,2022-11-01,Nov-2022,4,2022-Q4
